
BC,249.504311046364,57.1713785966573
S1,253.927919115556,63.6308352057528
S2,155.665653880775,-45.8409579753303
S3,106.686109440058,-68.2323018889102
S4,251.805072199825,61.8830532419785
S5,263.828892977079,73.4319621965607
S6,265.262298776037,82.0523938513793
S7,228.75943282976,87.9337748174022
S8,251.464802343954,58.7786334704586
S9,253.481454047584,59.29139666545
S10,285.950912455905,80.6384725883079
S11,265.663452271517,75.1789695803657
S12,250.813957606291,87.933598765556
S15,287.41073435057,90.8984085290916
S16,265.130960233113,60.9146105302619
S17,251.03601262084,59.2723520925912
S18,86.9026840306529,-106.246095685253
S19,243.093584011288,52.8879947330739
S20,245.906126165238,54.8746034122909
S21,185.237491838087,-3.7643211646167
S22,267.63517396739,76.2939379268747
BC,224.539007801562,29.7158004673903
S1,229.736680369721,36.6949068272602
S2,150.384733563853,-46.2627863123269
S3,106.126523147682,-78.0417258108432
S4,227.011653709132,34.3658776401776
S5,238.357370808267,45.7998717141144
S6,240.735044648634,55.4601852941988
S7,203.185898098971,60.1630103300058
S8,225.97879818082,31.0915221224478
S9,228.435575615945,31.8368417211238
S10,260.320465814337,53.3950077647129
S11,243.653150511907,44.8233450798811
S12,225.240422894541,60.1630341688704
S15,262.32589638144,63.3752932579903
S16,239.857148270684,33.4979935584034
S17,225.761299472561,31.8066032924497
S18,62.9950111863924,-132.507306071341
S19,217.71184253836,25.4431282662443
S20,220.675628093905,27.5380116882082
S21,181.635810128035,-13.6852142400823
S22,261.636805787502,67.6982089961859
BC,228.410434920606,26.4777785271514
S1,225.839700347024,25.9670073011137
S2,164.383536450553,-44.889356893828
S3,95.4115537350465,-84.0975569885107
S4,232.119152560412,31.4395757418648
S5,242.129747858161,41.7841329378392
S6,259.816016807928,63.1406338327979
S7,208.002909997143,59.0938495493786
S8,231.045057242237,30.1551017929189
S9,232.45702692341,28.6064390832777
S10,265.120520009815,51.4922805536235
S11,241.26757455784,39.4679413443468
S12,230.057434794293,59.0938325646349
S15,267.102628996791,61.6233749273061
S16,258.581759499672,39.8271802450196
S17,230.038873617267,28.6743568444023
S18,63.0366813076573,-140.804600717058
S19,226.359814852074,25.5976528361293
S20,227.070362497693,25.8166006924429
S21,192.818975370437,-6.52729430029322
S22,263.449547606819,60.9227037949349
BC,217.571306869461,9.65608469926837
S1,213.328556505952,7.51953469849933
S2,166.629264714441,-43.2089835144983
S3,101.586427629573,-84.2677595976898
S4,220.618927093338,13.671476137005
S5,230.79961166785,24.5468689692348
S6,247.432981486048,45.6848429500315
S7,196.954368973854,42.1260093046203
S8,220.127672412195,13.0368021631944
S9,221.55670685112,11.7522484721273
S10,253.571475622651,34.3055583565421
S11,230.446931517703,22.0456225347895
S12,219.008892867022,42.1255062080004
S15,256.676334820385,45.1336523332983
S16,249.813173273234,23.759351700851
S17,218.659665257182,11.6664539119343
S18,53.6440033641073,-156.476314211828
S19,215.122147529735,8.86475739164729
S20,215.886563000826,9.04180636559359
S21,197.568180319026,-7.78547405840939
S22,230.436276827508,21.0055922935406
